consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff
,212,2026-05-18_14h00.59.166,explain2,2025.1.1,Win32,60.60606061,69d4e9b098840254a2011f5e,6a05d39198ca5b2f348a4575,6a0b535d8ea58be85595ba6e,,,,,,,,,,,,,,,,,,,,,,,148.1541,170.1481,1,[18.999399999976163],[18.999399999976163],The reptile has sharp feet with no toenails.,170.1484,171.1474,0,4,4,4,1,C,W,W_C.png,training,2,5,7,low,stripes,feet,E,W,C,F,212,7_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,212,2026-05-18_14h00.59.166,explain2,2025.1.1,Win32,60.60606061,69d4e9b098840254a2011f5e,6a05d39198ca5b2f348a4575,6a0b535d8ea58be85595ba6e,,,,,,,,,,,,,,,,,,,,,,,171.1496,183.8984,1,[9.749400000035763],[9.749400000035763],The reptile has sharp feet with no toenails,183.8989,184.897,0,5,5,5,1,C,E,E_C.png,training,2,6,7,high,stripes,feet,E,W,C,F,212,7_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,212,2026-05-18_14h00.59.166,explain2,2025.1.1,Win32,60.60606061,69d4e9b098840254a2011f5e,6a05d39198ca5b2f348a4575,6a0b535d8ea58be85595ba6e,,,,,,,,,,,,,,,,,,,,,,,184.8996,197.4144,1,[9.532999999999959],[9.532999999999959],The reptile has webbed feet with toenails,197.4149,198.4134,0,6,6,6,1,F,W,W_F.png,training,2,7,5,low,stripes,feet,E,W,C,F,212,5_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,212,2026-05-18_14h00.59.166,explain2,2025.1.1,Win32,60.60606061,69d4e9b098840254a2011f5e,6a05d39198ca5b2f348a4575,6a0b535d8ea58be85595ba6e,,,,,,,,,,,,,,,,,,,,,,,198.4156,217.4141,1,[15.999400000035735],[15.999400000035735],The reptile has darker stripes,217.4145,218.4129,0,7,7,7,1,F,E,E_F.png,training,2,8,8,high,stripes,feet,E,W,C,F,212,8_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,212,2026-05-18_14h00.59.166,explain2,2025.1.1,Win32,60.60606061,69d4e9b098840254a2011f5e,6a05d39198ca5b2f348a4575,6a0b535d8ea58be85595ba6e,,,,,,,,,,,,,,,,,,,,,,,218.4155,232.0171,1,[10.603699999988066],[10.603699999988066],The reptile has darker stripes and sharp feet with no toenails,232.0175,233.0129,0,8,8,8,1,C,E,E_C.png,training,3,9,9,high,stripes,feet,E,W,C,F,212,9_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,212,2026-05-18_14h00.59.166,explain2,2025.1.1,Win32,60.60606061,69d4e9b098840254a2011f5e,6a05d39198ca5b2f348a4575,6a0b535d8ea58be85595ba6e,,,,,,,,,,,,,,,,,,,,,,,233.0155,243.8501,1,[7.853199999988078],[7.853199999988078],The reptile has webbed feet with toenails,243.8506,244.8449,0,9,9,9,1,F,W,W_F.png,training,3,10,3,low,stripes,feet,E,W,C,F,212,3_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,212,2026-05-18_14h00.59.166,explain2,2025.1.1,Win32,60.60606061,69d4e9b098840254a2011f5e,6a05d39198ca5b2f348a4575,6a0b535d8ea58be85595ba6e,,,,,,,,,,,,,,,,,,,,,,,244.8473,264.9463,1,[17.111800000011897],[17.111900000035746],The reptile has darker stripes that face a southwest direction,264.9468,265.9443,0,10,10,10,1,F,E,E_F.png,training,3,11,8,high,stripes,feet,E,W,C,F,212,8_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,212,2026-05-18_14h00.59.166,explain2,2025.1.1,Win32,60.60606061,69d4e9b098840254a2011f5e,6a05d39198ca5b2f348a4575,6a0b535d8ea58be85595ba6e,,,,,,,,,,,,,,,,,,,,,,,265.9467,278.4118,1,[9.46569999998809],[9.46569999998809],The reptile has stripes that face a southeast direcion,278.4121,279.4107,0,11,11,11,1,C,W,W_C.png,training,3,12,2,low,stripes,feet,E,W,C,F,212,2_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,212,2026-05-18_14h00.59.166,explain2,2025.1.1,Win32,60.60606061,69d4e9b098840254a2011f5e,6a05d39198ca5b2f348a4575,6a0b535d8ea58be85595ba6e,,,,,,,,,,,,,,,,,,,,,,,279.4128,289.1317,1,[6.720100000023876],[6.720100000023876],The reptile has stripes that face a southwest direction,289.132,290.1295,0,12,12,12,1,F,E,E_F.png,training,4,13,8,high,stripes,feet,E,W,C,F,212,8_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,212,2026-05-18_14h00.59.166,explain2,2025.1.1,Win32,60.60606061,69d4e9b098840254a2011f5e,6a05d39198ca5b2f348a4575,6a0b535d8ea58be85595ba6e,,,,,,,,,,,,,,,,,,,,,,,290.1315,301.6483,1,[8.520199999988051],[8.520199999988051],The reptile has stripes that face a southwest direction,301.6485,302.6465,0,13,13,13,1,C,E,E_C.png,training,4,14,7,high,stripes,feet,E,W,C,F,212,7_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,212,2026-05-18_14h00.59.166,explain2,2025.1.1,Win32,60.60606061,69d4e9b098840254a2011f5e,6a05d39198ca5b2f348a4575,6a0b535d8ea58be85595ba6e,,,,,,,,,,,,,,,,,,,,,,,302.6485,312.3467,1,[6.719100000023843],[6.719100000023843],The reptile has stripes that face a southeast direction,312.347,313.3461,0,14,14,14,1,F,W,W_F.png,training,4,15,4,low,stripes,feet,E,W,C,F,212,4_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,212,2026-05-18_14h00.59.166,explain2,2025.1.1,Win32,60.60606061,69d4e9b098840254a2011f5e,6a05d39198ca5b2f348a4575,6a0b535d8ea58be85595ba6e,,,,,,,,,,,,,,,,,,,,,,,313.3478,333.0304,1,[16.685099999964223],[16.685099999964223],The reptile has stripes that face a southeast direction and sharp feet with no toenails,333.0308,334.028,0,15,15,15,1,C,W,W_C.png,training,4,16,5,low,stripes,feet,E,W,C,F,212,5_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,212,2026-05-18_14h00.59.166,explain2,2025.1.1,Win32,60.60606061,69d4e9b098840254a2011f5e,6a05d39198ca5b2f348a4575,6a0b535d8ea58be85595ba6e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.0284,337.9122,1,[0.8865999999642327],[0.8865999999642327],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,212,2026-05-18_14h00.59.166,explain2,2025.1.1,Win32,60.60606061,69d4e9b098840254a2011f5e,6a05d39198ca5b2f348a4575,6a0b535d8ea58be85595ba6e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,W,W_C.png,training,1,1,4,low,stripes,feet,E,W,C,F,212,4_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","low,high,high,low",,,,,,337.9323,354.5793,"[4,9,7,2]",1,[0.9008999999761613],[0.9008999999761613],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,212,2026-05-18_14h00.59.166,explain2,2025.1.1,Win32,60.60606061,69d4e9b098840254a2011f5e,6a05d39198ca5b2f348a4575,6a0b535d8ea58be85595ba6e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.5821,368.4952,3,8.6959,Yes,4.9805, Curved/Pointy, Curved/Pointy,12.8124,1,[1.1173000000118805],[1.1173999999761577],0,0,0,1,1,feet,"Reptiles varied in whether they had WEBBED feet or POINTY, CURVED feet. Did having CURVED/POINTY or WEBBED feet make a difference to fertility? If you did not notice this feature or believe it did not make a difference to fertility, please hit no and proceed.",Did foot shape matter to the fertility of reptiles?,"Webbed, Curved/Pointy",WebbedvCurly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,212,2026-05-18_14h00.59.166,explain2,2025.1.1,Win32,60.60606061,69d4e9b098840254a2011f5e,6a05d39198ca5b2f348a4575,6a0b535d8ea58be85595ba6e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.499,378.4577,7,9.3817,Yes,2.1147, Up/Right,1,7.0158,1,[0.5834000000357946],[0.5834000000357946],0,1,1,0,1,stripe,"Reptiles varied in whether they had stripes oriented UPWARDS AND RIGHT  or UPWARDS AND LEFT. Did stripe orientation make a difference to fertility? If you did not notice this feature or believe it did not make a difference to fertility, please hit no and proceed.",Did stripe orientation matter to the fertility of reptiles?,"Up/Left, Up/Right",LeftvRight.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,212,2026-05-18_14h00.59.166,explain2,2025.1.1,Win32,60.60606061,69d4e9b098840254a2011f5e,6a05d39198ca5b2f348a4575,6a0b535d8ea58be85595ba6e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.4582,382.1913,0,[],[],0,[],[],1,[1.7334999999999923],[1.7334999999999923],0,[],[],,,,,,,,,,,,,,,
,212,2026-05-18_14h00.59.166,explain2,2025.1.1,Win32,60.60606061,69d4e9b098840254a2011f5e,6a05d39198ca5b2f348a4575,6a0b535d8ea58be85595ba6e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.192,398.1574,Not at all - 1,12.9884,All the time - 7,15.556,1,[1.5833999999761659],[1.5833999999761659],,,,,,
,212,2026-05-18_14h00.59.166,explain2,2025.1.1,Win32,60.60606061,69d4e9b098840254a2011f5e,6a05d39198ca5b2f348a4575,6a0b535d8ea58be85595ba6e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.1577,412.6284,"Nothing was confusing, thank you!!",1,[13.46999999999997],[13.46999999999997]
