consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff
,174,2026-05-18_14h11.19.520,explain2,2025.1.1,Win32,29.94011976,69ffe5da917d458e31b7f33c,6a05d39198ca5b2f348a4575,6a0b55c99b1fb033a01c890a,,,,,,,,,,,,,,,,,,,,,,,146.2408,160.2912,1,[11.062800000011919],[11.062800000011919],This reptile looks somewhat unhealthy,160.2929,161.2884,0,4,4,4,1,C,E,E_C.png,training,2,5,2,low,stripes,feet,W,E,F,C,174,2_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174,2026-05-18_14h11.19.520,explain2,2025.1.1,Win32,29.94011976,69ffe5da917d458e31b7f33c,6a05d39198ca5b2f348a4575,6a0b55c99b1fb033a01c890a,,,,,,,,,,,,,,,,,,,,,,,161.2911,181.5741,1,[17.282800000011918],[17.282800000011918],This reptile looks like it wont be able to reproduce,181.5764,182.5709,0,5,5,5,1,F,E,E_F.png,training,2,6,1,low,stripes,feet,W,E,F,C,174,1_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174,2026-05-18_14h11.19.520,explain2,2025.1.1,Win32,29.94011976,69ffe5da917d458e31b7f33c,6a05d39198ca5b2f348a4575,6a0b55c99b1fb033a01c890a,,,,,,,,,,,,,,,,,,,,,,,182.5732,196.2566,1,[10.68309999996427],[10.68309999996427],This reptile looks perfectly healthy,196.2587,197.2536,0,6,6,6,1,F,W,W_F.png,training,2,7,8,high,stripes,feet,W,E,F,C,174,8_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174,2026-05-18_14h11.19.520,explain2,2025.1.1,Win32,29.94011976,69ffe5da917d458e31b7f33c,6a05d39198ca5b2f348a4575,6a0b55c99b1fb033a01c890a,,,,,,,,,,,,,,,,,,,,,,,197.2558,213.9061,1,[13.649599999964266],[13.649599999964266],This reptile looks very green and is healthy looking,213.9081,214.9031,0,7,7,7,1,C,W,W_C.png,training,2,8,9,high,stripes,feet,W,E,F,C,174,9_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174,2026-05-18_14h11.19.520,explain2,2025.1.1,Win32,29.94011976,69ffe5da917d458e31b7f33c,6a05d39198ca5b2f348a4575,6a0b55c99b1fb033a01c890a,,,,,,,,,,,,,,,,,,,,,,,214.9049,231.1546,1,[13.259300000011933],[13.259300000011933],This reptile is green and looks very healthy,231.1567,232.1526,0,8,8,8,1,C,W,W_C.png,training,3,9,8,high,stripes,feet,W,E,F,C,174,8_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174,2026-05-18_14h11.19.520,explain2,2025.1.1,Win32,29.94011976,69ffe5da917d458e31b7f33c,6a05d39198ca5b2f348a4575,6a0b55c99b1fb033a01c890a,,,,,,,,,,,,,,,,,,,,,,,232.1555,244.0548,1,[8.899699999988115],[8.899699999988115],This reptile appears healthy and green,244.0569,245.0519,0,9,9,9,1,F,W,W_F.png,training,3,10,8,high,stripes,feet,W,E,F,C,174,8_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174,2026-05-18_14h11.19.520,explain2,2025.1.1,Win32,29.94011976,69ffe5da917d458e31b7f33c,6a05d39198ca5b2f348a4575,6a0b55c99b1fb033a01c890a,,,,,,,,,,,,,,,,,,,,,,,245.0542,255.6596,1,[7.6095000000000255],[7.6095000000000255],This reptile appears unhealthy,255.6617,256.6517,0,10,10,10,1,F,E,E_F.png,training,3,11,2,low,stripes,feet,W,E,F,C,174,2_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174,2026-05-18_14h11.19.520,explain2,2025.1.1,Win32,29.94011976,69ffe5da917d458e31b7f33c,6a05d39198ca5b2f348a4575,6a0b55c99b1fb033a01c890a,,,,,,,,,,,,,,,,,,,,,,,256.6547,356.7011,1,[99.03189999997613],[99.03189999997613],This reptile looks very unhealthy,356.7027,357.6979,0,11,11,11,1,C,E,E_C.png,training,3,12,1,low,stripes,feet,W,E,F,C,174,1_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174,2026-05-18_14h11.19.520,explain2,2025.1.1,Win32,29.94011976,69ffe5da917d458e31b7f33c,6a05d39198ca5b2f348a4575,6a0b55c99b1fb033a01c890a,,,,,,,,,,,,,,,,,,,,,,,357.7037,367.7666,1,[7.066400000035799],[7.066400000035799],This reptile appears fairly healthy,367.7687,368.7638,0,12,12,12,1,F,E,E_F.png,training,4,13,7,low,stripes,feet,W,E,F,C,174,7_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174,2026-05-18_14h11.19.520,explain2,2025.1.1,Win32,29.94011976,69ffe5da917d458e31b7f33c,6a05d39198ca5b2f348a4575,6a0b55c99b1fb033a01c890a,,,,,,,,,,,,,,,,,,,,,,,368.7672,376.4653,1,[4.7113000000118745],[4.7113000000118745],This reltile looks unhealthy,376.4672,377.4769,0,13,13,13,1,C,E,E_C.png,training,4,14,3,low,stripes,feet,W,E,F,C,174,3_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174,2026-05-18_14h11.19.520,explain2,2025.1.1,Win32,29.94011976,69ffe5da917d458e31b7f33c,6a05d39198ca5b2f348a4575,6a0b55c99b1fb033a01c890a,,,,,,,,,,,,,,,,,,,,,,,377.4784,382.717,1,[2.249899999976151],[2.249899999976151],It looks healthy,382.7187,383.7133,0,14,14,14,1,F,W,W_F.png,training,4,15,8,high,stripes,feet,W,E,F,C,174,8_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174,2026-05-18_14h11.19.520,explain2,2025.1.1,Win32,29.94011976,69ffe5da917d458e31b7f33c,6a05d39198ca5b2f348a4575,6a0b55c99b1fb033a01c890a,,,,,,,,,,,,,,,,,,,,,,,383.7162,390.8326,1,[4.116499999999974],[4.116499999999974],It looks healthy,390.8348,391.8298,0,15,15,15,1,C,W,W_C.png,training,4,16,8,high,stripes,feet,W,E,F,C,174,8_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174,2026-05-18_14h11.19.520,explain2,2025.1.1,Win32,29.94011976,69ffe5da917d458e31b7f33c,6a05d39198ca5b2f348a4575,6a0b55c99b1fb033a01c890a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.8303,397.316,1,[2.4860999999642672],[2.4860999999642672],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174,2026-05-18_14h11.19.520,explain2,2025.1.1,Win32,29.94011976,69ffe5da917d458e31b7f33c,6a05d39198ca5b2f348a4575,6a0b55c99b1fb033a01c890a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,W,W_C.png,training,1,1,5,high,stripes,feet,W,E,F,C,174,5_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","low,high,low,high",,,,,,397.3316,428.3442,"[4,4,8,6]",1,[3.0308000000118795],[3.0308000000118795],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174,2026-05-18_14h11.19.520,explain2,2025.1.1,Win32,29.94011976,69ffe5da917d458e31b7f33c,6a05d39198ca5b2f348a4575,6a0b55c99b1fb033a01c890a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.3482,437.4794,,,No,8.0115,,,1,[1.134099999964235],[1.134099999964235],0,0,0,0,1,stripe,"Reptiles varied in whether they had stripes oriented UPWARDS AND RIGHT  or UPWARDS AND LEFT. Did stripe orientation make a difference to fertility? If you did not notice this feature or believe it did not make a difference to fertility, please hit no and proceed.",Did stripe orientation matter to the fertility of reptiles?,"Up/Left, Up/Right",LeftvRight.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174,2026-05-18_14h11.19.520,explain2,2025.1.1,Win32,29.94011976,69ffe5da917d458e31b7f33c,6a05d39198ca5b2f348a4575,6a0b55c99b1fb033a01c890a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.4847,442.3588,,,No,4.2249,,,1,[0.6654000000357314],[0.6654000000357314],0,1,1,1,1,feet,"Reptiles varied in whether they had WEBBED feet or POINTY, CURVED feet. Did having CURVED/POINTY or WEBBED feet make a difference to fertility? If you did not notice this feature or believe it did not make a difference to fertility, please hit no and proceed.",Did foot shape matter to the fertility of reptiles?,"Webbed, Curved/Pointy",WebbedvCurly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174,2026-05-18_14h11.19.520,explain2,2025.1.1,Win32,29.94011976,69ffe5da917d458e31b7f33c,6a05d39198ca5b2f348a4575,6a0b55c99b1fb033a01c890a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.3592,449.4972,0,[],[],0,[],[],1,[5.151599999964276],[5.151599999964276],0,[],[],,,,,,,,,,,,,,,
,174,2026-05-18_14h11.19.520,explain2,2025.1.1,Win32,29.94011976,69ffe5da917d458e31b7f33c,6a05d39198ca5b2f348a4575,6a0b55c99b1fb033a01c890a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.4978,461.4259,2,7.1098,All the time - 7,10.878,1,[1.0487999999523936],[1.0487999999523936],,,,,,
,174,2026-05-18_14h11.19.520,explain2,2025.1.1,Win32,29.94011976,69ffe5da917d458e31b7f33c,6a05d39198ca5b2f348a4575,6a0b55c99b1fb033a01c890a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.4262,467.8129,,1,[5.400199999988104],[5.400199999988104]
