consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,half_instruct_2.started,half_instruct_2.stopped,button_half.numClicks,button_half.timesOn,button_half.timesOff,half_instruct_loop.thisRepN,half_instruct_loop.thisTrialN,half_instruct_loop.thisN,half_instruct_loop.thisIndex,half_instruct_loop.ran,half_questions.started,half_questions.stopped,continuous_slider_mid.response,continuous_slider_mid.rt,discrete_slider_mid.response,discrete_slider_mid.rt,direction_slider_mid.response,direction_slider_mid.rt,button_mid.numClicks,button_mid.timesOn,button_mid.timesOff,midpoint_loop.thisRepN,midpoint_loop.thisTrialN,midpoint_loop.thisN,midpoint_loop.thisIndex,midpoint_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,direction_response_label_mid,half_isi_loop.thisRepN,half_isi_loop.thisTrialN,half_isi_loop.thisN,half_isi_loop.thisIndex,half_isi_loop.ran,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,direction_response_label,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
,068,2026-06-04_15h04.35.201,explain2,2025.1.1,Linux armv81,60.24096386,69f8cc3fc799fd0f70a9ebce,6a21d5d599f968bc9253a998,6a21d9fc3fb9ea1bd72f2209,,,,,,,,,,,,,,,,,,,,,,,253.3799,267.6446,1,[11.30670000000299],[11.30670000000299],Curled feet and stripes to right,267.6449,268.6423,0,4,4,4,1,C,E,E_C.png,training,2,5,8,high,stripes,feet,E,W,C,F,68,8_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,068,2026-06-04_15h04.35.201,explain2,2025.1.1,Linux armv81,60.24096386,69f8cc3fc799fd0f70a9ebce,6a21d5d599f968bc9253a998,6a21d9fc3fb9ea1bd72f2209,,,,,,,,,,,,,,,,,,,,,,,268.6584,284.9859,1,[13.346000000000004],[13.34609999999401],Curled feet snd stripes to left,284.9863,285.9824,0,5,5,5,1,C,W,W_C.png,training,2,6,5,low,stripes,feet,E,W,C,F,68,5_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,068,2026-06-04_15h04.35.201,explain2,2025.1.1,Linux armv81,60.24096386,69f8cc3fc799fd0f70a9ebce,6a21d5d599f968bc9253a998,6a21d9fc3fb9ea1bd72f2209,,,,,,,,,,,,,,,,,,,,,,,285.9929,298.6697,1,[9.688900000005958],[9.688900000005958],Webbed feet stripes to right,298.6698,299.6574,0,6,6,6,1,F,E,E_F.png,training,2,7,8,high,stripes,feet,E,W,C,F,68,8_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,068,2026-06-04_15h04.35.201,explain2,2025.1.1,Linux armv81,60.24096386,69f8cc3fc799fd0f70a9ebce,6a21d5d599f968bc9253a998,6a21d9fc3fb9ea1bd72f2209,,,,,,,,,,,,,,,,,,,,,,,299.6666,315.2829,1,[12.691400000006013],[12.691400000006013],Web feet stripes to left,315.283,316.2927,,,,,,,,,,,,,,,,,,,,,,,,316.3154,322.0131,1,[0.7188999999910379],[0.7189999999999941],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,068,2026-06-04_15h04.35.201,explain2,2025.1.1,Linux armv81,60.24096386,69f8cc3fc799fd0f70a9ebce,6a21d5d599f968bc9253a998,6a21d9fc3fb9ea1bd72f2209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.0383,332.5861,,,No,9.7765,,,1,[1.1005999999940173],[1.1005999999940173],0,0,0,1,1,feet,"Reptiles varied in whether they had WEBBED feet or POINTY, CURVED feet. Did having CURVED/POINTY or WEBBED feet make a difference to fertility?",Did foot shape matter to the fertility of reptiles?,"Webbed, Curved/Pointy",WebbedvCurly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,068,2026-06-04_15h04.35.201,explain2,2025.1.1,Linux armv81,60.24096386,69f8cc3fc799fd0f70a9ebce,6a21d5d599f968bc9253a998,6a21d9fc3fb9ea1bd72f2209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.5968,351.1217,6,9.2385,Yes,3.2478,1,16.4956,1,[2.0277999999970575],[2.0281999999880895],0,1,1,0,1,stripe,Reptiles varied in whether they had stripes oriented UPWARDS AND RIGHT  or UPWARDS AND LEFT. Did stripe orientation make a difference to fertility?,Did stripe orientation matter to the fertility of reptiles?,"Up/Left, Up/Right",LeftvRight.png, Up/Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,068,2026-06-04_15h04.35.201,explain2,2025.1.1,Linux armv81,60.24096386,69f8cc3fc799fd0f70a9ebce,6a21d5d599f968bc9253a998,6a21d9fc3fb9ea1bd72f2209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.1255,352.1249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,068,2026-06-04_15h04.35.201,explain2,2025.1.1,Linux armv81,60.24096386,69f8cc3fc799fd0f70a9ebce,6a21d5d599f968bc9253a998,6a21d9fc3fb9ea1bd72f2209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,1,F,W,W_F.png,training,2,8,1,low,stripes,feet,E,W,C,F,68,1_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,068,2026-06-04_15h04.35.201,explain2,2025.1.1,Linux armv81,60.24096386,69f8cc3fc799fd0f70a9ebce,6a21d5d599f968bc9253a998,6a21d9fc3fb9ea1bd72f2209,,,,,,,,,,,,,,,,,,,,,,,352.1317,369.6653,1,[14.546099999994055],[14.546099999994055],Web feet stripes right,369.6654,370.6584,0,8,8,8,1,F,E,E_F.png,training,3,9,5,high,stripes,feet,E,W,C,F,68,5_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,068,2026-06-04_15h04.35.201,explain2,2025.1.1,Linux armv81,60.24096386,69f8cc3fc799fd0f70a9ebce,6a21d5d599f968bc9253a998,6a21d9fc3fb9ea1bd72f2209,,,,,,,,,,,,,,,,,,,,,,,370.6672,387.9105,1,[14.271399999991047],[14.271399999991047],Point feet stripes left,387.9106,388.9107,0,9,9,9,1,C,W,W_C.png,training,3,10,2,low,stripes,feet,E,W,C,F,68,2_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,068,2026-06-04_15h04.35.201,explain2,2025.1.1,Linux armv81,60.24096386,69f8cc3fc799fd0f70a9ebce,6a21d5d599f968bc9253a998,6a21d9fc3fb9ea1bd72f2209,,,,,,,,,,,,,,,,,,,,,,,388.9191,415.3379,1,[23.43420000000299],[23.43420000000299],Point feet stripes right,415.338,416.3281,0,10,10,10,1,C,E,E_C.png,training,3,11,10,high,stripes,feet,E,W,C,F,68,10_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,068,2026-06-04_15h04.35.201,explain2,2025.1.1,Linux armv81,60.24096386,69f8cc3fc799fd0f70a9ebce,6a21d5d599f968bc9253a998,6a21d9fc3fb9ea1bd72f2209,,,,,,,,,,,,,,,,,,,,,,,416.3486,435.7644,1,[16.44059999999405],[16.44059999999405],Web feet stripes left,435.7645,436.7621,0,11,11,11,1,F,W,W_F.png,training,3,12,2,low,stripes,feet,E,W,C,F,68,2_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,068,2026-06-04_15h04.35.201,explain2,2025.1.1,Linux armv81,60.24096386,69f8cc3fc799fd0f70a9ebce,6a21d5d599f968bc9253a998,6a21d9fc3fb9ea1bd72f2209,,,,,,,,,,,,,,,,,,,,,,,436.7708,461.4911,1,[21.75020000000302],[21.75020000000302],Point feet stripes left,461.4913,462.4798,0,12,12,12,1,C,W,W_C.png,training,4,13,6,low,stripes,feet,E,W,C,F,68,6_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,068,2026-06-04_15h04.35.201,explain2,2025.1.1,Linux armv81,60.24096386,69f8cc3fc799fd0f70a9ebce,6a21d5d599f968bc9253a998,6a21d9fc3fb9ea1bd72f2209,,,,,,,,,,,,,,,,,,,,,,,462.4948,476.6105,1,[11.13820000000294],[11.13820000000294],Web feet stripes right,476.6108,477.6044,0,13,13,13,1,F,E,E_F.png,training,4,14,4,high,stripes,feet,E,W,C,F,68,4_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,068,2026-06-04_15h04.35.201,explain2,2025.1.1,Linux armv81,60.24096386,69f8cc3fc799fd0f70a9ebce,6a21d5d599f968bc9253a998,6a21d9fc3fb9ea1bd72f2209,,,,,,,,,,,,,,,,,,,,,,,477.6092,488.8665,1,[8.279499999999985],[8.279499999999985],Web feet stripes left,488.8666,489.8585,0,14,14,14,1,F,W,W_F.png,training,4,15,2,low,stripes,feet,E,W,C,F,68,2_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,068,2026-06-04_15h04.35.201,explain2,2025.1.1,Linux armv81,60.24096386,69f8cc3fc799fd0f70a9ebce,6a21d5d599f968bc9253a998,6a21d9fc3fb9ea1bd72f2209,,,,,,,,,,,,,,,,,,,,,,,489.8658,505.808,1,[12.957299999997076],[12.957299999997076],Point feet stripes right,505.8081,506.8038,0,15,15,15,1,C,E,E_C.png,training,4,16,9,high,stripes,feet,E,W,C,F,68,9_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,068,2026-06-04_15h04.35.201,explain2,2025.1.1,Linux armv81,60.24096386,69f8cc3fc799fd0f70a9ebce,6a21d5d599f968bc9253a998,6a21d9fc3fb9ea1bd72f2209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.8166,511.0135,1,[1.2065000000000055],[1.2065000000000055],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,068,2026-06-04_15h04.35.201,explain2,2025.1.1,Linux armv81,60.24096386,69f8cc3fc799fd0f70a9ebce,6a21d5d599f968bc9253a998,6a21d9fc3fb9ea1bd72f2209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,W,W_F.png,training,1,1,3,low,stripes,feet,E,W,C,F,68,3_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.0718,526.4748,"[7,4,3,9]",1,[0.6984000000060178],[0.6984000000060178],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,068,2026-06-04_15h04.35.201,explain2,2025.1.1,Linux armv81,60.24096386,69f8cc3fc799fd0f70a9ebce,6a21d5d599f968bc9253a998,6a21d9fc3fb9ea1bd72f2209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feet,"Reptiles varied in whether they had WEBBED feet or POINTY, CURVED feet. Did having CURVED/POINTY or WEBBED feet make a difference to fertility?",Did foot shape matter to the fertility of reptiles?,"Webbed, Curved/Pointy",WebbedvCurly.png,,,,,,,,,,,,,,,,,,,,,,,526.4854,535.7102,,,No,8.452,,,1,[0.7971000000089816],[0.7971000000089816],0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,068,2026-06-04_15h04.35.201,explain2,2025.1.1,Linux armv81,60.24096386,69f8cc3fc799fd0f70a9ebce,6a21d5d599f968bc9253a998,6a21d9fc3fb9ea1bd72f2209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stripe,Reptiles varied in whether they had stripes oriented UPWARDS AND RIGHT  or UPWARDS AND LEFT. Did stripe orientation make a difference to fertility?,Did stripe orientation matter to the fertility of reptiles?,"Up/Left, Up/Right",LeftvRight.png,,,,,,,,,,,,,,,,,,,,,,,535.7171,544.7609,6,8.4222,Yes,4.5334,1,7.3587,1,[0.6494999999999891],[0.6494999999999891],0,1,1,0,1, Up/Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,068,2026-06-04_15h04.35.201,explain2,2025.1.1,Linux armv81,60.24096386,69f8cc3fc799fd0f70a9ebce,6a21d5d599f968bc9253a998,6a21d9fc3fb9ea1bd72f2209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.7633,548.9241,0,[],[],0,[],[],1,[2.1829000000059295],[2.1829000000059295],0,[],[],,,,,,,,,,,,,,,,
