consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,reference_button_2.numClicks,reference_button_2.timesOn,reference_button_2.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,reference_button.numClicks,reference_button.timesOn,reference_button.timesOff,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,reference_show_count,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
,028,2026-05-29_12h54.22.757,explain2,2025.1.1,iPhone,47.61904762,69fd3ebf202c5ed4c763ca33,6a19bbb7c5caefa1d95dc8c3,6a19c4a570cf659913233017,,,,,,,,,,,,,,,,,,,,,,,,,,226.294,252.537,1,[23.256999999999948],[23.256999999999948],"It seems the darker the stripes on the reptile, the more fertile. ",0,[],[],252.538,253.529,0,4,4,4,1,C,E,E_C.png,training,2,5,9,high,stripes,feet,E,W,C,F,28,9_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/E_C.png,Resources/W_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,028,2026-05-29_12h54.22.757,explain2,2025.1.1,iPhone,47.61904762,69fd3ebf202c5ed4c763ca33,6a19bbb7c5caefa1d95dc8c3,6a19c4a570cf659913233017,,,,,,,,,,,,,,,,,,,,,,,,,,253.538,300.108,1,[43.57900000000001],[43.57900000000001],Lighter in color and less stripes than others,1,[275.51599999999996],[275.553],300.109,301.11,0,5,5,5,1,F,W,W_F.png,training,2,6,1,low,stripes,feet,E,W,C,F,28,1_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/E_C.png,Resources/W_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,028,2026-05-29_12h54.22.757,explain2,2025.1.1,iPhone,47.61904762,69fd3ebf202c5ed4c763ca33,6a19bbb7c5caefa1d95dc8c3,6a19c4a570cf659913233017,,,,,,,,,,,,,,,,,,,,,,,,,,301.12,319.388,1,[15.368999999999971],[15.368999999999971],Darker and more stripes that 1,0,[],[],319.388,320.392,0,6,6,6,1,C,W,W_C.png,training,2,7,4,low,stripes,feet,E,W,C,F,28,4_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/E_C.png,Resources/W_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,028,2026-05-29_12h54.22.757,explain2,2025.1.1,iPhone,47.61904762,69fd3ebf202c5ed4c763ca33,6a19bbb7c5caefa1d95dc8c3,6a19c4a570cf659913233017,,,,,,,,,,,,,,,,,,,,,,,,,,320.401,339.252,1,[15.860000000000014],[15.860000000000014],Even more stripes,0,[],[],339.252,340.241,0,7,7,7,1,F,E,E_F.png,training,2,8,8,high,stripes,feet,E,W,C,F,28,8_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/E_C.png,Resources/W_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,028,2026-05-29_12h54.22.757,explain2,2025.1.1,iPhone,47.61904762,69fd3ebf202c5ed4c763ca33,6a19bbb7c5caefa1d95dc8c3,6a19c4a570cf659913233017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.251,346.848,1,[3.608000000000004],[3.608000000000004],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,028,2026-05-29_12h54.22.757,explain2,2025.1.1,iPhone,47.61904762,69fd3ebf202c5ed4c763ca33,6a19bbb7c5caefa1d95dc8c3,6a19c4a570cf659913233017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,W,W_C.png,training,1,1,1,low,stripes,feet,E,W,C,F,28,1_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/E_C.png,Resources/W_C.png","low,high,high,low",,,,,,346.871,395.331,"[1,8,9,4]",1,[3.79200000000003],[3.79200000000003],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,028,2026-05-29_12h54.22.757,explain2,2025.1.1,iPhone,47.61904762,69fd3ebf202c5ed4c763ca33,6a19bbb7c5caefa1d95dc8c3,6a19c4a570cf659913233017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.34,424.728,,,No,28.465,,,1,[0.9400000000000546],[0.9400000000000546],0,0,0,0,1,stripe,"Reptiles varied in whether they had stripes oriented UPWARDS AND RIGHT  or UPWARDS AND LEFT. Did stripe orientation make a difference to fertility? If you did not notice this feature or believe it did not make a difference to fertility, please hit no and proceed.",Did stripe orientation matter to the fertility of reptiles?,"Up/Left, Up/Right",LeftvRight.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,028,2026-05-29_12h54.22.757,explain2,2025.1.1,iPhone,47.61904762,69fd3ebf202c5ed4c763ca33,6a19bbb7c5caefa1d95dc8c3,6a19c4a570cf659913233017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.737,436.109,,,No,8.869,,,1,[2.5230000000000246],[2.5230000000000246],0,1,1,1,1,feet,"Reptiles varied in whether they had WEBBED feet or POINTY, CURVED feet. Did having CURVED/POINTY or WEBBED feet make a difference to fertility? If you did not notice this feature or believe it did not make a difference to fertility, please hit no and proceed.",Did foot shape matter to the fertility of reptiles?,"Webbed, Curved/Pointy",WebbedvCurly.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,028,2026-05-29_12h54.22.757,explain2,2025.1.1,iPhone,47.61904762,69fd3ebf202c5ed4c763ca33,6a19bbb7c5caefa1d95dc8c3,6a19c4a570cf659913233017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.11,441.043,0,[],[],0,[],[],1,[2.9390000000000214],[2.9390000000000214],0,[],[],,,,,,,,,,,,,,,,,
,028,2026-05-29_12h54.22.757,explain2,2025.1.1,iPhone,47.61904762,69fd3ebf202c5ed4c763ca33,6a19bbb7c5caefa1d95dc8c3,6a19c4a570cf659913233017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.044,467.092,All the time - 7,18.309,All the time - 7,25.209,1,[0.8379999999999654],[0.8379999999999654],,,,,,,,
,028,2026-05-29_12h54.22.757,explain2,2025.1.1,iPhone,47.61904762,69fd3ebf202c5ed4c763ca33,6a19bbb7c5caefa1d95dc8c3,6a19c4a570cf659913233017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,467.092,507.512,Honestly I saw more or less stripes. I did not notice that they were going in different directions,1,[39.426999999999964],[39.426999999999964],
,028,2026-05-29_12h54.22.757,explain2,2025.1.1,iPhone,47.61904762,69fd3ebf202c5ed4c763ca33,6a19bbb7c5caefa1d95dc8c3,6a19c4a570cf659913233017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complete
