consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,feature_question.started,feature_question.stopped,slider_color.response,slider_color.rt,slider_shape.response,slider_shape.rt,slider_tail.response,slider_tail.rt,slider_ear.response,slider_ear.rt,button_continue_feature.numClicks,button_continue_feature.timesOn,button_continue_feature.timesOff,feature_question_feedback.started,feature_question_feedback.stopped,feature_question_feedback_button.numClicks,feature_question_feedback_button.timesOn,feature_question_feedback_button.timesOff,how_many_relevant.started,how_many_relevant.stopped,how_many_relevant_slider.response,how_many_relevant_slider.rt,button_continue_relevance.numClicks,button_continue_relevance.timesOn,button_continue_relevance.timesOff,how_many_feedback.started,how_many_feedback.stopped,how_many_feedback_button.numClicks,how_many_feedback_button.timesOn,how_many_feedback_button.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,mapping,tail_rel,color_rel,shape_rel,participant_id,food_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_discrete,prompt_continuous,question_text,direction_labels,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
,002,2025-12-16_13h12.32.863,explain2,2025.1.1,Win32,60.24096386,6650e129f8317171a2a81b2b,69419aa62c0b48dee54bf6ac,6941af083d8a4b3fa08b00fa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0367,113.595,1,[27.56679999995231],[27.56679999995231],"This sperk ate 8 peppers because it is round, yellow and has a curly tail.",113.5956,114.0935,0,0,0,0,1,T,Y,C,T_Y_C.png,training,1,1,8,high,,R1,R2,I1,2,8_food.png,"Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png","medium,low,medium,medium,high,high,medium,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2025-12-16_13h12.32.863,explain2,2025.1.1,Win32,60.24096386,6650e129f8317171a2a81b2b,69419aa62c0b48dee54bf6ac,6941af083d8a4b3fa08b00fa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.0959,141.3938,1,[24.300199999928452],[24.3002999999523],"This sperk ate 6 peppers because it is blue, round, and has a curly tail.",141.3939,141.8932,0,1,1,1,1,T,B,C,T_B_C.png,training,1,2,6,medium,,R1,L2,I1,2,6_food.png,"Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png","medium,low,medium,medium,high,high,medium,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2025-12-16_13h12.32.863,explain2,2025.1.1,Win32,60.24096386,6650e129f8317171a2a81b2b,69419aa62c0b48dee54bf6ac,6941af083d8a4b3fa08b00fa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.895,167.7445,1,[22.866500000000002],[22.866500000000002],This sperk is blue and round making it eat 6 peppers.,167.7446,168.2432,0,2,2,2,1,N,B,C,N_B_C.png,training,1,3,6,low,,L1,L2,I1,2,6_food.png,"Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png","medium,low,medium,medium,high,high,medium,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2025-12-16_13h12.32.863,explain2,2025.1.1,Win32,60.24096386,6650e129f8317171a2a81b2b,69419aa62c0b48dee54bf6ac,6941af083d8a4b3fa08b00fa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.2446,195.4609,1,[24.216699999928466],[24.216699999928466],"This sperk is square and blue with a tail, making it eat less peppers; 3 in total. ",195.461,195.9601,0,3,3,3,1,T,B,S,T_B_S.png,training,1,4,3,medium,,R1,L2,I2,2,3_food.png,"Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png","medium,low,medium,medium,high,high,medium,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2025-12-16_13h12.32.863,explain2,2025.1.1,Win32,60.24096386,6650e129f8317171a2a81b2b,69419aa62c0b48dee54bf6ac,6941af083d8a4b3fa08b00fa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.962,227.0941,1,[28.133399999976177],[28.133399999976177],This sperk is yellow and square. it ate 6 peppers because of this.,227.0942,227.5939,0,4,4,4,1,N,Y,S,N_Y_S.png,training,1,5,6,medium,,L1,R2,I2,2,6_food.png,"Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png","medium,low,medium,medium,high,high,medium,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2025-12-16_13h12.32.863,explain2,2025.1.1,Win32,60.24096386,6650e129f8317171a2a81b2b,69419aa62c0b48dee54bf6ac,6941af083d8a4b3fa08b00fa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.5959,259.6613,1,[29.067399999976146],[29.06749999999994],"Blue sperks tend to eat less peppers, around 4-5 but never 6. ",259.6614,260.16,0,5,5,5,1,N,B,S,N_B_S.png,training,1,6,4,low,,L1,L2,I2,2,4_food.png,"Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png","medium,low,medium,medium,high,high,medium,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2025-12-16_13h12.32.863,explain2,2025.1.1,Win32,60.24096386,6650e129f8317171a2a81b2b,69419aa62c0b48dee54bf6ac,6941af083d8a4b3fa08b00fa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.1616,300.1779,1,[37.016700000047706],[37.016700000047706],"This sperk was probably not too hungry, yellow sperks tend to eat more. ",300.178,300.6769,0,6,6,6,1,N,Y,C,N_Y_C.png,training,1,7,3,medium,,L1,R2,I1,2,3_food.png,"Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png","medium,low,medium,medium,high,high,medium,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2025-12-16_13h12.32.863,explain2,2025.1.1,Win32,60.24096386,6650e129f8317171a2a81b2b,69419aa62c0b48dee54bf6ac,6941af083d8a4b3fa08b00fa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.6788,352.8283,1,[49.15039999997617],[49.15039999997617],"This sperk is yellow, and square with a tail. His appetite is affected by his body. Yellow and square ones eat more. ",352.8284,353.3272,0,7,7,7,1,T,Y,S,T_Y_S.png,training,1,8,10,high,,R1,R2,I2,2,10_food.png,"Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png","medium,low,medium,medium,high,high,medium,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2025-12-16_13h12.32.863,explain2,2025.1.1,Win32,60.24096386,6650e129f8317171a2a81b2b,69419aa62c0b48dee54bf6ac,6941af083d8a4b3fa08b00fa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.3288,375.4106,1,[19.08270000004768],[19.08270000004768],He is yellow and square. This is a typical amount that this type would eat. ,375.4106,375.9102,0,8,8,8,1,T,Y,S,T_Y_S.png,training,2,9,8,high,,R1,R2,I2,2,8_food.png,"Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png","medium,low,medium,medium,high,high,medium,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2025-12-16_13h12.32.863,explain2,2025.1.1,Win32,60.24096386,6650e129f8317171a2a81b2b,69419aa62c0b48dee54bf6ac,6941af083d8a4b3fa08b00fa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.9119,419.3783,1,[40.46689999997619],[40.467100000023834],"This sperk is blue and square with a tail. If they are blue they eat a little less than yellow typically does, but in this case, he is square making him eat more. ",419.3785,419.8773,0,9,9,9,1,T,B,S,T_B_S.png,training,2,10,6,medium,,R1,L2,I2,2,6_food.png,"Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png","medium,low,medium,medium,high,high,medium,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2025-12-16_13h12.32.863,explain2,2025.1.1,Win32,60.24096386,6650e129f8317171a2a81b2b,69419aa62c0b48dee54bf6ac,6941af083d8a4b3fa08b00fa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.8791,444.1446,1,[21.2666000000238],[21.2666000000238],I think this sperk ate less because of the absence of his tail. ,444.1446,444.6438,0,10,10,10,1,N,B,S,N_B_S.png,training,2,11,4,low,,L1,L2,I2,2,4_food.png,"Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png","medium,low,medium,medium,high,high,medium,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2025-12-16_13h12.32.863,explain2,2025.1.1,Win32,60.24096386,6650e129f8317171a2a81b2b,69419aa62c0b48dee54bf6ac,6941af083d8a4b3fa08b00fa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.6463,475.461,1,[27.816700000047717],[27.816700000047717],"This sperk ate 4 peppers because he is blue, round, and tailless. ",475.4611,475.9602,0,11,11,11,1,N,B,C,N_B_C.png,training,2,12,4,low,,L1,L2,I1,2,4_food.png,"Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png","medium,low,medium,medium,high,high,medium,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2025-12-16_13h12.32.863,explain2,2025.1.1,Win32,60.24096386,6650e129f8317171a2a81b2b,69419aa62c0b48dee54bf6ac,6941af083d8a4b3fa08b00fa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.9623,513.5611,1,[34.60000000000002],[34.60000000000002],"This sperk is yellow, round and has no tail. With these features it is more likely that they would eat less than more in a typical setting. ",513.5612,514.0607,0,12,12,12,1,N,Y,C,N_Y_C.png,training,2,13,3,medium,,L1,R2,I1,2,3_food.png,"Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png","medium,low,medium,medium,high,high,medium,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2025-12-16_13h12.32.863,explain2,2025.1.1,Win32,60.24096386,6650e129f8317171a2a81b2b,69419aa62c0b48dee54bf6ac,6941af083d8a4b3fa08b00fa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.063,538.7617,1,[21.700299999952335],[21.700399999976185],"This sperk is round and blue, but because of the tail he is going to eat more. ",538.7617,539.2607,0,13,13,13,1,T,B,C,T_B_C.png,training,2,14,7,medium,,R1,L2,I1,2,7_food.png,"Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png","medium,low,medium,medium,high,high,medium,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2025-12-16_13h12.32.863,explain2,2025.1.1,Win32,60.24096386,6650e129f8317171a2a81b2b,69419aa62c0b48dee54bf6ac,6941af083d8a4b3fa08b00fa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.2629,557.2117,1,[14.949899999976196],[14.949899999976196],This sperk has no tail making him eat less. ,557.2117,557.7104,0,14,14,14,1,N,Y,S,N_Y_S.png,training,2,15,4,medium,,L1,R2,I2,2,4_food.png,"Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png","medium,low,medium,medium,high,high,medium,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2025-12-16_13h12.32.863,explain2,2025.1.1,Win32,60.24096386,6650e129f8317171a2a81b2b,69419aa62c0b48dee54bf6ac,6941af083d8a4b3fa08b00fa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557.7119,588.4948,1,[27.783700000047588],[27.783700000047588],This sperk has a tail and is round and yellow. These are all indicators that they would eat more. ,588.4948,588.9944,0,15,15,15,1,T,Y,C,T_Y_C.png,training,2,16,7,high,,R1,R2,I1,2,7_food.png,"Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png","medium,low,medium,medium,high,high,medium,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2025-12-16_13h12.32.863,explain2,2025.1.1,Win32,60.24096386,6650e129f8317171a2a81b2b,69419aa62c0b48dee54bf6ac,6941af083d8a4b3fa08b00fa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.9965,609.0945,1,[17.099699999928475],[17.099699999928475],This sperk is tailless indicating their appetite. ,609.0946,609.594,0,16,16,16,1,N,Y,C,N_Y_C.png,training,3,17,4,medium,,L1,R2,I1,2,4_food.png,"Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png","medium,low,medium,medium,high,high,medium,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2025-12-16_13h12.32.863,explain2,2025.1.1,Win32,60.24096386,6650e129f8317171a2a81b2b,69419aa62c0b48dee54bf6ac,6941af083d8a4b3fa08b00fa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609.5963,654.1616,1,[41.56689999997616],[41.56689999997616],"This is a smaller portion for a tailed sperk, but it is still higher than some. ",654.1617,654.6603,0,17,17,17,1,T,Y,C,T_Y_C.png,training,3,18,5,high,,R1,R2,I1,2,5_food.png,"Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png","medium,low,medium,medium,high,high,medium,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2025-12-16_13h12.32.863,explain2,2025.1.1,Win32,60.24096386,6650e129f8317171a2a81b2b,69419aa62c0b48dee54bf6ac,6941af083d8a4b3fa08b00fa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.6616,676.6452,1,[18.9997999999523],[18.9997999999523],This sperk was hungry because of its tail and square shaped body. ,676.6453,677.1439,0,18,18,18,1,T,Y,S,T_Y_S.png,training,3,19,9,high,,R1,R2,I2,2,9_food.png,"Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png","medium,low,medium,medium,high,high,medium,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
