consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,color,brightness,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,direction_response_label,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
,002,2026-03-05_15h02.09.829,explain2,2025.1.1,Win32,60.60606061,67325d10b9e0c58d803cd7ba,69a9bda61d47b7a3311bd545,69aa0b5448b2e972026817b1,,,,,,,,,,,,,,,,,,142.0057,154.3532,1,[9.349800000011925],[9.349800000011925],They had a very high amount of offspring.,154.3537,154.8525,0,5,5,5,1,F,G,L,G_F_L.png,training,1,6,10,high,color,feet,G,Y,F,C,2,10_score.png,"Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_F_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/Y_C_L.png,Resources/G_C_D.png","high,high,high,low,low,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2026-03-05_15h02.09.829,explain2,2025.1.1,Win32,60.60606061,67325d10b9e0c58d803cd7ba,69a9bda61d47b7a3311bd545,69aa0b5448b2e972026817b1,,,,,,,,,,,,,,,,,,154.8562,174.1866,1,[16.333499999999987],[16.333499999999987],They had a medium amount of offspring.,174.187,174.6855,0,6,6,6,1,F,Y,D,Y_F_D.png,training,1,7,5,low,color,feet,G,Y,F,C,2,5_score.png,"Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_F_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/Y_C_L.png,Resources/G_C_D.png","high,high,high,low,low,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2026-03-05_15h02.09.829,explain2,2025.1.1,Win32,60.60606061,67325d10b9e0c58d803cd7ba,69a9bda61d47b7a3311bd545,69aa0b5448b2e972026817b1,,,,,,,,,,,,,,,,,,174.6889,184.5376,1,[6.850099999994029],[6.850099999994029],They did not have that many offspring.,184.5378,185.0357,0,7,7,7,1,C,Y,L,Y_C_L.png,training,1,8,4,low,color,feet,G,Y,F,C,2,4_score.png,"Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_F_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/Y_C_L.png,Resources/G_C_D.png","high,high,high,low,low,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2026-03-05_15h02.09.829,explain2,2025.1.1,Win32,60.60606061,67325d10b9e0c58d803cd7ba,69a9bda61d47b7a3311bd545,69aa0b5448b2e972026817b1,,,,,,,,,,,,,,,,,,185.0396,194.3534,1,[6.316500000000019],[6.316500000000019],They had a great deal of offspring.,194.3536,194.8527,0,8,8,8,1,C,G,L,G_C_L.png,training,2,9,9,high,color,feet,G,Y,F,C,2,9_score.png,"Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_F_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/Y_C_L.png,Resources/G_C_D.png","high,high,high,low,low,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2026-03-05_15h02.09.829,explain2,2025.1.1,Win32,60.60606061,67325d10b9e0c58d803cd7ba,69a9bda61d47b7a3311bd545,69aa0b5448b2e972026817b1,,,,,,,,,,,,,,,,,,194.8556,205.2539,1,[7.400199999988075],[7.400199999988075],They had a low amount of offspring.,205.2542,205.7521,0,9,9,9,1,F,Y,L,Y_F_L.png,training,2,10,3,low,color,feet,G,Y,F,C,2,3_score.png,"Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_F_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/Y_C_L.png,Resources/G_C_D.png","high,high,high,low,low,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2026-03-05_15h02.09.829,explain2,2025.1.1,Win32,60.60606061,67325d10b9e0c58d803cd7ba,69a9bda61d47b7a3311bd545,69aa0b5448b2e972026817b1,,,,,,,,,,,,,,,,,,205.7562,218.7701,1,[10.016800000011926],[10.016800000011926],They had a medium/low amount of offspring.,218.7702,219.2689,0,10,10,10,1,C,Y,L,Y_C_L.png,training,2,11,5,low,color,feet,G,Y,F,C,2,5_score.png,"Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_F_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/Y_C_L.png,Resources/G_C_D.png","high,high,high,low,low,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2026-03-05_15h02.09.829,explain2,2025.1.1,Win32,60.60606061,67325d10b9e0c58d803cd7ba,69a9bda61d47b7a3311bd545,69aa0b5448b2e972026817b1,,,,,,,,,,,,,,,,,,219.2726,227.8526,1,[5.583199999988096],[5.583199999988096],They had a low amount of offspring.,227.8526,228.3519,0,11,11,11,1,C,Y,D,Y_C_D.png,training,2,12,4,low,color,feet,G,Y,F,C,2,4_score.png,"Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_F_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/Y_C_L.png,Resources/G_C_D.png","high,high,high,low,low,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2026-03-05_15h02.09.829,explain2,2025.1.1,Win32,60.60606061,67325d10b9e0c58d803cd7ba,69a9bda61d47b7a3311bd545,69aa0b5448b2e972026817b1,,,,,,,,,,,,,,,,,,228.355,240.2391,1,[8.883400000005935],[8.883400000005935],They had a high amount of offspring.,240.2393,240.7355,0,12,12,12,1,F,G,L,G_F_L.png,training,2,13,9,high,color,feet,G,Y,F,C,2,9_score.png,"Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_F_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/Y_C_L.png,Resources/G_C_D.png","high,high,high,low,low,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2026-03-05_15h02.09.829,explain2,2025.1.1,Win32,60.60606061,67325d10b9e0c58d803cd7ba,69a9bda61d47b7a3311bd545,69aa0b5448b2e972026817b1,,,,,,,,,,,,,,,,,,240.7394,257.2206,1,[13.483699999988062],[13.483699999988062],They had a high amount of surviving offspring.,257.2209,257.7191,0,13,13,13,1,C,G,D,G_C_D.png,training,2,14,8,high,color,feet,G,Y,F,C,2,8_score.png,"Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_F_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/Y_C_L.png,Resources/G_C_D.png","high,high,high,low,low,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2026-03-05_15h02.09.829,explain2,2025.1.1,Win32,60.60606061,67325d10b9e0c58d803cd7ba,69a9bda61d47b7a3311bd545,69aa0b5448b2e972026817b1,,,,,,,,,,,,,,,,,,257.7227,267.0035,1,[6.283300000011934],[6.283300000011934],They had a high amount of offspring.,267.0039,267.5021,0,14,14,14,1,F,G,D,G_F_D.png,training,2,15,8,high,color,feet,G,Y,F,C,2,8_score.png,"Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_F_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/Y_C_L.png,Resources/G_C_D.png","high,high,high,low,low,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2026-03-05_15h02.09.829,explain2,2025.1.1,Win32,60.60606061,67325d10b9e0c58d803cd7ba,69a9bda61d47b7a3311bd545,69aa0b5448b2e972026817b1,,,,,,,,,,,,,,,,,,267.506,275.8209,1,[5.316799999982095],[5.316799999982095],They had a low amount of offspring.,275.8212,276.3187,0,15,15,15,1,F,Y,D,Y_F_D.png,training,2,16,4,low,color,feet,G,Y,F,C,2,4_score.png,"Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_F_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/Y_C_L.png,Resources/G_C_D.png","high,high,high,low,low,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2026-03-05_15h02.09.829,explain2,2025.1.1,Win32,60.60606061,67325d10b9e0c58d803cd7ba,69a9bda61d47b7a3311bd545,69aa0b5448b2e972026817b1,,,,,,,,,,,,,,,,,,276.3217,289.1875,1,[9.866700000017829],[9.866700000017829],They had a medium amount of offspring.,289.1877,289.6857,0,16,16,16,1,F,Y,L,Y_F_L.png,training,3,17,6,low,color,feet,G,Y,F,C,2,6_score.png,"Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_F_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/Y_C_L.png,Resources/G_C_D.png","high,high,high,low,low,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2026-03-05_15h02.09.829,explain2,2025.1.1,Win32,60.60606061,67325d10b9e0c58d803cd7ba,69a9bda61d47b7a3311bd545,69aa0b5448b2e972026817b1,,,,,,,,,,,,,,,,,,289.6892,302.5702,1,[9.88359999999409],[9.88359999999409],They had a medium high amount of offspring.,302.5705,303.0693,0,17,17,17,1,C,G,D,G_C_D.png,training,3,18,7,high,color,feet,G,Y,F,C,2,7_score.png,"Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_F_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/Y_C_L.png,Resources/G_C_D.png","high,high,high,low,low,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2026-03-05_15h02.09.829,explain2,2025.1.1,Win32,60.60606061,67325d10b9e0c58d803cd7ba,69a9bda61d47b7a3311bd545,69aa0b5448b2e972026817b1,,,,,,,,,,,,,,,,,,303.0724,314.1538,1,[8.083400000005952],[8.083400000005952],They had a very high amount of offspring.,314.154,314.6572,0,18,18,18,1,F,G,L,G_F_L.png,training,3,19,10,high,color,feet,G,Y,F,C,2,10_score.png,"Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_F_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/Y_C_L.png,Resources/G_C_D.png","high,high,high,low,low,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2026-03-05_15h02.09.829,explain2,2025.1.1,Win32,60.60606061,67325d10b9e0c58d803cd7ba,69a9bda61d47b7a3311bd545,69aa0b5448b2e972026817b1,,,,,,,,,,,,,,,,,,314.6592,323.4047,1,[5.747400000005996],[5.747400000005996],They had little to no offspring.,323.4047,323.9023,0,19,19,19,1,C,Y,L,Y_C_L.png,training,3,20,1,low,color,feet,G,Y,F,C,2,1_score.png,"Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_F_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/Y_C_L.png,Resources/G_C_D.png","high,high,high,low,low,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2026-03-05_15h02.09.829,explain2,2025.1.1,Win32,60.60606061,67325d10b9e0c58d803cd7ba,69a9bda61d47b7a3311bd545,69aa0b5448b2e972026817b1,,,,,,,,,,,,,,,,,,323.9055,331.6535,1,[4.749500000000012],[4.749500000000012],They had a low amount of offspring.,331.6536,332.1521,0,20,20,20,1,F,G,D,G_F_D.png,training,3,21,4,high,color,feet,G,Y,F,C,2,4_score.png,"Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_F_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/Y_C_L.png,Resources/G_C_D.png","high,high,high,low,low,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2026-03-05_15h02.09.829,explain2,2025.1.1,Win32,60.60606061,67325d10b9e0c58d803cd7ba,69a9bda61d47b7a3311bd545,69aa0b5448b2e972026817b1,,,,,,,,,,,,,,,,,,332.1558,340.6547,1,[5.500699999988058],[5.500699999988058],They had a low amount of offspring.,340.6548,341.1523,0,21,21,21,1,C,Y,D,Y_C_D.png,training,3,22,4,low,color,feet,G,Y,F,C,2,4_score.png,"Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_F_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/Y_C_L.png,Resources/G_C_D.png","high,high,high,low,low,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2026-03-05_15h02.09.829,explain2,2025.1.1,Win32,60.60606061,67325d10b9e0c58d803cd7ba,69a9bda61d47b7a3311bd545,69aa0b5448b2e972026817b1,,,,,,,,,,,,,,,,,,341.1562,352.9863,1,[8.833599999994021],[8.833599999994021],They had a fairly high amount of offspring.,352.9865,353.4861,0,22,22,22,1,C,G,L,G_C_L.png,training,3,23,7,high,color,feet,G,Y,F,C,2,7_score.png,"Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_F_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/Y_C_L.png,Resources/G_C_D.png","high,high,high,low,low,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2026-03-05_15h02.09.829,explain2,2025.1.1,Win32,60.60606061,67325d10b9e0c58d803cd7ba,69a9bda61d47b7a3311bd545,69aa0b5448b2e972026817b1,,,,,,,,,,,,,,,,,,353.4891,365.2699,1,[8.783199999988085],[8.783199999988085],They had a medium amount of offspring.,365.27,365.769,0,23,23,23,1,F,Y,D,Y_F_D.png,training,3,24,6,low,color,feet,G,Y,F,C,2,6_score.png,"Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_F_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/Y_C_L.png,Resources/G_C_D.png","high,high,high,low,low,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2026-03-05_15h02.09.829,explain2,2025.1.1,Win32,60.60606061,67325d10b9e0c58d803cd7ba,69a9bda61d47b7a3311bd545,69aa0b5448b2e972026817b1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.7704,369.7694,1,[0.9997999999821445],[0.9997999999821445],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2026-03-05_15h02.09.829,explain2,2025.1.1,Win32,60.60606061,67325d10b9e0c58d803cd7ba,69a9bda61d47b7a3311bd545,69aa0b5448b2e972026817b1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,G,D,G_C_D.png,training,1,1,8,high,color,feet,G,Y,F,C,2,8_score.png,"Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_F_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/Y_C_L.png,Resources/G_C_D.png","high,high,high,low,low,low,low,high",,,,,,369.7971,408.6364,"[10,8,9,6,4,5,1,6]",1,[1.4500999999940518],[1.4500999999940518],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2026-03-05_15h02.09.829,explain2,2025.1.1,Win32,60.60606061,67325d10b9e0c58d803cd7ba,69a9bda61d47b7a3311bd545,69aa0b5448b2e972026817b1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.6429,423.8535,,,No,13.7368,,,1,[1.4836000000238414],[1.4836000000238414],0,0,0,1,1,feet,"Reptiles varied in whether they had ROUND feet or POINTY, CURLY feet. Did having CURLY/POINTY or ROUND feet make a difference to fertility? If you did not notice this feature or believe it did not make a difference to fertility, please hit no and proceed.",Did foot shape matter to the fertility of reptiles?,"Curly/Pointy, Round",RoundvCurly.png,,,,,,,,,,,,,,,,,,,,,,
,002,2026-03-05_15h02.09.829,explain2,2025.1.1,Win32,60.60606061,67325d10b9e0c58d803cd7ba,69a9bda61d47b7a3311bd545,69aa0b5448b2e972026817b1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.8586,436.8195,6,11.9224,Yes,6.3918,0,9.2222,1,[1.0496999999880927],[1.0496999999880927],0,1,1,0,1,color,"Reptiles varied in whether they were GREEN or RED. Did being GREEN or RED make a difference to fertility? If you did not notice this feature or believe it did not make a difference to fertility, please hit no and proceed.",Did color matter to the fertility of reptiles?,"Green, Red",RedvGreen.png,Green,,,,,,,,,,,,,,,,,,,,,
